Date,Monthly_Income,Monthly_Expenditure,Savings_Ratio,Debt_to_Income_Ratio,Financial_Stability_Index,Investment_Amount,Credit_Score,Risk_Tolerance_Level,Expense_Category,Purchase_Amount,Purchase_Priority,Urgency_Score,Is_Feasible,Remaining_Budget,Budget_Utilization_Percentage
2022-07-13,55085.22,34392.28,0.553,0.513,0.587,117139.66,846,0.196,Groceries,1870.8,2,1,1,20692.94,62.43467848544492
2022-07-14,83463.62,43298.59,0.136,0.177,0.541,59620.86,691,0.251,Rent/Bills,1598.59,2,4,1,40165.03,51.87720110869861
2022-07-15,87706.35,51450.81,0.463,0.355,0.612,142041.09,643,0.174,Travel,1078.31,2,1,1,36255.54000000001,58.6625825838152
2022-07-16,62322.85,32011.19,0.363,0.248,0.686,117804.28,714,0.958,Healthcare,1030.84,3,1,1,30311.66,51.363488672292746
2022-07-17,83074.5,36270.16,0.201,0.549,0.519,161286.29,596,0.855,Travel,939.07,1,1,1,46804.34,43.65979933673992
2022-07-18,81164.17,56954.87,0.311,0.257,0.594,149654.79,695,0.23,Healthcare,967.44,2,3,1,24209.3,70.17242953386943
2022-07-19,57140.59,41947.28,0.234,0.629,0.5,125920.51,701,0.328,Healthcare,229.37,2,2,1,15193.309999999998,73.41065256764062
2022-07-20,87155.75,61858.37,0.369,0.635,0.527,102753.76,740,0.21,Travel,1995.74,2,3,1,25297.38,70.97451401657378
2022-07-21,91215.69,57625.24,0.539,0.218,0.704,35304.6,749,0.492,Travel,466.23,1,3,1,33590.450000000004,63.174701633019495
2022-07-22,101661.02,59969.12,0.363,0.468,0.545,59653.27,675,0.02,Rent/Bills,898.35,3,5,1,41691.9,58.989295995653
2022-07-23,101076.04,84061.59,0.397,0.153,0.693,89628.9,692,0.671,Healthcare,1111.52,3,4,1,17014.449999999997,83.1666832218595
2022-07-24,52446.61,34590.69,0.335,0.335,0.606,123866.86,662,0.523,Entertainment,1308.07,1,4,1,17855.92,65.9541007512211
2022-07-25,61243.5,39170.79,0.078,0.528,0.496,107604.49,644,0.899,Entertainment,204.26,2,2,1,22072.71,63.9590977001641
2022-07-26,90300.71,37278.03,0.178,0.496,0.483,64755.06,715,0.164,Rent/Bills,369.25,3,3,1,53022.68000000001,41.28210066122403
2022-07-27,90275.72,51513.48,0.321,0.475,0.591,11228.23,636,0.804,Healthcare,1376.33,3,4,1,38762.24,57.06238620971398
2022-07-28,90300.95,53286.39,0.221,0.27,0.606,104285.45,679,0.792,Rent/Bills,84.71,2,4,1,37014.56,59.00977785947988
2022-07-29,157054.63,94140.33,0.15,0.327,0.49,64268.94,650,0.127,Rent/Bills,420.05,3,4,1,62914.3,59.94113640584808
2022-07-30,91417.81,63086.17,0.327,0.162,0.629,149575.58,727,0.399,Travel,554.13,2,1,1,28331.64,69.00862096783985
2022-07-31,102711.31,68488.03,0.228,0.531,0.47,14549.79,790,0.17,Entertainment,1228.12,1,2,1,34223.28,66.68012510014721
2022-08-01,99080.04,69747.64,0.192,0.402,0.499,121117.28,635,0.255,Groceries,496.12,3,4,1,29332.399999999998,70.39524812464751
2022-08-02,93027.83,72788.84,0.305,0.525,0.511,188880.11,607,0.263,Entertainment,391.0,2,4,1,20238.990000000005,78.24415553926174
2022-08-03,73694.62,59434.18,0.123,0.249,0.553,43137.76,694,0.556,Rent/Bills,394.45,3,1,1,14260.439999999997,80.6492794182262
2022-08-04,95179.38,72247.01,0.56,0.295,0.706,99613.4,701,0.411,Entertainment,539.32,2,1,1,22932.37000000001,75.90615740510181
2022-08-05,64543.5,56653.82,0.527,0.301,0.742,27370.18,711,0.948,Groceries,1444.8,2,5,0,7889.68,87.77618195480568
2022-08-06,75263.63,30791.58,0.439,0.115,0.657,128879.56,678,0.126,Groceries,911.55,2,3,1,44472.05,40.91163288297415
2022-08-07,70292.73,34997.98,0.108,0.305,0.576,114601.02,690,0.974,Rent/Bills,814.69,2,5,1,35294.74999999999,49.78890420104612
2022-08-08,81637.48,32963.7,0.477,0.582,0.591,87399.45,718,0.231,Entertainment,1866.09,2,5,1,48673.78,40.37814494028968
2022-08-09,126293.17,91403.09,0.494,0.638,0.629,109061.63,752,0.773,Entertainment,1360.5,1,3,1,34890.08,72.37373960919659
2022-08-10,42654.7,36214.49,0.472,0.411,0.606,180349.19,602,0.339,Healthcare,649.76,3,4,1,6440.209999999999,84.90152316157422
2022-08-11,93725.2,48900.3,0.113,0.373,0.478,47295.92,682,0.143,Groceries,986.19,2,3,1,44824.9,52.174121794352
2022-08-12,47745.68,41229.22,0.404,0.118,0.72,14287.26,711,0.858,Entertainment,1505.26,2,4,0,6516.459999999999,86.35172857523446
2022-08-13,70561.36,30350.82,0.509,0.628,0.593,173716.33,654,0.309,Rent/Bills,1311.35,3,3,1,40210.54,43.013371624356445
2022-08-14,101779.01,88264.59,0.368,0.108,0.661,119652.25,787,0.659,Travel,818.26,1,2,0,13514.419999999998,86.7218004969787
2022-08-15,81285.6,46805.17,0.406,0.667,0.574,179225.11,668,0.566,Groceries,1066.88,2,5,1,34480.43000000001,57.58113368173452
2022-08-16,58445.1,26341.82,0.302,0.394,0.589,123419.59,698,0.472,Healthcare,721.3,2,5,1,32103.28,45.07104958328414
2022-08-17,65693.93,42236.98,0.341,0.305,0.615,163930.61,728,0.496,Electronics,726.41,2,4,1,23456.94999999999,64.29358085290377
2022-08-18,93591.95,49452.89,0.069,0.655,0.459,91637.94,670,0.732,Travel,429.82,2,1,1,44139.06,52.83882855309672
2022-08-19,65392.67,35471.37,0.401,0.115,0.614,152473.39,608,0.088,Rent/Bills,846.9,2,4,1,29921.3,54.243648408911895
2022-08-20,84329.17,46688.42,0.095,0.449,0.507,183477.88,679,0.668,Entertainment,456.35,2,2,1,37640.75,55.36449605753264
2022-08-21,80911.44,64851.56,0.289,0.429,0.601,118703.36,751,0.896,Travel,1403.08,2,2,0,16059.880000000005,80.15128639411188
2022-08-22,66967.99,44840.47,0.211,0.232,0.538,44349.18,683,0.058,Travel,1527.08,2,2,1,22127.520000000004,66.95806459175495
2022-08-23,122878.88,68278.12,0.35,0.357,0.568,61071.55,658,0.141,Travel,1213.09,2,5,1,54600.76000000001,55.56538275739492
2022-08-24,92678.38,65353.73,0.123,0.491,0.506,47742.47,746,0.717,Entertainment,270.07,2,1,1,27324.65,70.51669440057108
2022-08-25,39497.15,29941.81,0.43,0.536,0.603,56902.84,683,0.437,Rent/Bills,1988.72,2,5,0,9555.34,75.8075202894386
2022-08-26,83729.09,44904.91,0.487,0.1,0.706,68218.94,674,0.404,Entertainment,298.92,1,5,1,38824.17999999999,53.63119317312538
2022-08-27,66764.27,40510.86,0.14,0.662,0.435,115475.42,707,0.137,Travel,700.03,1,2,1,26253.410000000003,60.67745517175579
2022-08-28,97048.67,44733.91,0.107,0.199,0.54,121718.41,739,0.507,Healthcare,595.13,2,5,1,52314.76,46.09430505333047
2022-08-29,64149.59,31470.16,0.13,0.24,0.475,91034.95,819,0.127,Electronics,298.44,1,4,1,32679.43,49.05746085049024
2022-08-30,77705.27,57545.33,0.532,0.258,0.694,126929.95,741,0.477,Entertainment,206.81,2,2,1,20159.94,74.05589093249402
2022-08-31,90099.75,44213.67,0.341,0.123,0.668,25499.24,758,0.764,Healthcare,954.78,3,2,1,45886.08,49.07191196423963
2022-09-01,97315.1,64479.21,0.307,0.174,0.605,26679.77,675,0.258,Healthcare,1616.98,2,2,1,32835.89000000001,66.25817576100728
2022-09-02,55994.07,42248.82,0.109,0.692,0.435,42647.6,649,0.481,Groceries,802.46,2,2,1,13745.25,75.4523112893919
2022-09-03,73309.98,33241.56,0.407,0.289,0.703,108434.72,703,0.992,Electronics,1818.4,1,3,1,40068.42,45.34383995194106
2022-09-04,70501.09,48198.5,0.527,0.169,0.744,50658.99,705,0.687,Entertainment,836.72,1,5,1,22302.59,68.36560966646049
2022-09-05,66933.42,35359.68,0.506,0.164,0.734,63824.04,646,0.841,Entertainment,1658.15,1,4,1,31573.74,52.82813876834622
2022-09-06,115309.08,101640.74,0.394,0.532,0.59,86059.44,691,0.415,Entertainment,1589.88,2,2,0,13668.339999999997,88.14634545692326
2022-09-07,88099.63,56539.95,0.091,0.613,0.484,164254.56,720,0.768,Entertainment,1456.58,1,5,1,31559.680000000008,64.17728428598394
2022-09-08,54782.32,43990.0,0.112,0.254,0.492,12633.81,718,0.041,Groceries,576.26,2,3,0,10792.32,80.29962951550792
2022-09-09,98357.24,66402.28,0.077,0.113,0.512,133381.98,725,0.123,Healthcare,1827.36,2,5,1,31954.960000000006,67.5113291100889
2022-09-10,122443.12,51635.03,0.192,0.234,0.545,137086.54,715,0.203,Rent/Bills,1993.65,3,5,1,70808.09,42.17062583834845
2022-09-11,100649.31,72122.85,0.125,0.134,0.554,161744.6,675,0.402,Travel,826.48,1,5,1,28526.459999999992,71.65757023073482
2022-09-12,49612.6,43445.84,0.193,0.162,0.62,187223.06,674,0.846,Travel,750.02,1,5,1,6166.760000000002,87.5701737058731
2022-09-13,70315.32,49277.39,0.262,0.359,0.546,13826.19,640,0.346,Healthcare,1224.29,3,1,1,21037.930000000008,70.08058841231185
2022-09-14,105338.22,85281.24,0.569,0.238,0.714,39218.9,789,0.655,Electronics,1376.72,2,1,0,20056.98,80.9594466282039
2022-09-15,65846.61,55449.64,0.386,0.41,0.643,178372.55,701,0.709,Healthcare,1028.86,3,2,1,10396.97,84.21031849627491
2022-09-16,88876.39,45686.01,0.509,0.252,0.708,97118.53,689,0.586,Healthcare,1244.24,3,1,1,43190.38,51.40398929344453
2022-09-17,95492.68,48321.44,0.441,0.664,0.563,117272.22,654,0.357,Healthcare,1523.01,3,5,1,47171.23999999999,50.60224511449465
2022-09-18,61461.39,43360.43,0.112,0.644,0.422,135975.17,847,0.577,Rent/Bills,53.2,3,5,1,18100.96,70.5490552686817
2022-09-19,78809.49,47720.27,0.455,0.44,0.609,139022.65,646,0.342,Groceries,1739.13,2,3,1,31089.22000000001,60.55142597674467
2022-09-20,30000.0,24597.92,0.201,0.313,0.519,187030.68,679,0.084,Healthcare,533.85,2,1,1,5402.080000000002,81.99306666666666
2022-09-21,59512.25,50586.1,0.402,0.329,0.687,199420.39,721,0.993,Healthcare,697.3,3,3,1,8926.150000000001,85.00115522434456
2022-09-22,74948.64,43223.68,0.238,0.347,0.528,146829.92,730,0.127,Rent/Bills,873.51,2,3,1,31724.96,57.671066479658606
2022-09-23,55044.34,28536.93,0.599,0.537,0.623,64572.03,748,0.072,Healthcare,1376.34,2,1,1,26507.41,51.8435319598709
2022-09-24,112648.23,89021.7,0.195,0.371,0.56,177152.96,790,0.879,Entertainment,1806.35,1,4,1,23626.53,79.02627498008624
2022-09-25,51397.17,27621.0,0.204,0.614,0.48,19351.97,725,0.302,Travel,1354.77,2,5,1,23776.17,53.74031293940892
2022-09-26,71199.11,57764.35,0.562,0.666,0.638,53905.36,647,0.65,Entertainment,1746.31,1,3,0,13434.760000000002,81.13071919016966
2022-09-27,82614.81,50549.45,0.064,0.302,0.493,180503.29,687,0.329,Groceries,189.86,2,3,1,32065.36,61.18691067618506
2022-09-28,108825.47,79853.4,0.433,0.436,0.62,58676.39,715,0.391,Entertainment,694.89,2,3,1,28972.070000000007,73.37749150084075
2022-09-29,51282.76,22962.76,0.449,0.157,0.638,51923.7,803,0.262,Entertainment,561.83,2,5,1,28320.000000000004,44.77676318513278
2022-09-30,103263.28,73516.19,0.51,0.22,0.67,36243.81,630,0.343,Electronics,80.47,1,4,1,29747.09,71.19296423665799
2022-10-01,80204.66,50198.8,0.586,0.348,0.685,173231.23,760,0.411,Travel,410.47,2,1,1,30005.86,62.58838326850336
2022-10-02,60369.83,41854.66,0.587,0.224,0.759,105011.07,709,0.72,Travel,1924.66,2,2,1,18515.17,69.33042547908451
2022-10-03,89242.07,43193.8,0.086,0.626,0.446,138229.71,742,0.512,Rent/Bills,1153.06,3,5,1,46048.27,48.40071504392491
2022-10-04,83981.19,64534.25,0.502,0.195,0.754,55422.61,695,0.944,Electronics,1323.7,1,1,1,19446.94,76.8436955942158
2022-10-05,67995.66,56531.49,0.405,0.373,0.577,154027.68,658,0.042,Groceries,872.02,2,4,1,11464.170000000006,83.13985039633411
2022-10-06,81396.04,41379.3,0.406,0.463,0.607,154401.05,738,0.503,Entertainment,1579.69,1,3,1,40016.73999999999,50.83699403558208
2022-10-07,72293.73,32377.27,0.121,0.515,0.492,69393.62,733,0.584,Healthcare,332.05,2,1,1,39916.45999999999,44.78572346453835
2022-10-08,82270.35,33880.52,0.408,0.33,0.672,88029.7,749,0.92,Healthcare,264.17,2,1,1,48389.83000000001,41.181932494513504
2022-10-09,93242.61,67226.6,0.59,0.621,0.617,49841.15,699,0.049,Travel,1488.94,2,5,1,26016.009999999995,72.09858239703931
2022-10-10,111720.34,78600.51,0.552,0.441,0.679,195546.59,670,0.573,Healthcare,1763.64,2,2,1,33119.83,70.35469995884365
2022-10-11,55243.69,37198.27,0.292,0.364,0.602,132664.49,622,0.854,Rent/Bills,1829.01,2,3,1,18045.42000000001,67.33487571159709
2022-10-12,122660.67,63289.66,0.072,0.14,0.51,187563.34,741,0.242,Entertainment,1853.07,1,1,1,59371.01,51.59735390325197
2022-10-13,40958.24,24388.71,0.249,0.379,0.604,67643.25,721,0.876,Healthcare,495.53,2,5,1,16569.53,59.54530761087391
2022-10-14,76964.3,53662.45,0.505,0.592,0.568,158559.27,652,0.019,Electronics,1723.06,2,4,1,23301.85000000001,69.72382000485939
2022-10-15,91766.34,59499.78,0.436,0.469,0.644,155513.14,673,0.732,Travel,120.93,1,1,1,32266.56,64.83834922478111
2022-10-16,85619.84,76534.95,0.303,0.599,0.586,141414.57,677,0.933,Electronics,1823.75,2,2,1,9084.89,89.38927005703351
2022-10-17,67546.01,31626.38,0.08,0.396,0.492,193471.41,626,0.657,Electronics,1549.16,1,2,1,35919.62999999999,46.82198104669691
2022-10-18,75837.55,56694.05,0.285,0.171,0.609,84775.51,659,0.439,Electronics,1532.07,2,1,0,19143.5,74.75722778491658
2022-10-19,70139.98,42235.45,0.308,0.108,0.586,34836.29,643,0.045,Travel,140.73,2,1,1,27904.53,60.21594246248716
2022-10-20,68212.7,41889.41,0.561,0.282,0.753,137624.68,679,0.92,Electronics,1500.93,2,2,1,26323.289999999997,61.40998670335584
2022-10-21,96992.04,73597.45,0.403,0.519,0.591,148568.86,663,0.47,Rent/Bills,1659.02,2,1,1,23394.59,75.87988663812
2022-10-22,87140.31,65025.67,0.221,0.574,0.448,119261.51,619,0.029,Entertainment,308.85,2,1,1,22114.64,74.62180247006236
2022-10-23,66141.81,59238.46,0.339,0.277,0.613,49295.4,801,0.69,Travel,490.16,1,2,0,6903.349999999999,89.56280452560944
2022-10-24,97992.0,45487.61,0.086,0.397,0.481,105846.63,763,0.482,Healthcare,1280.39,2,5,1,52504.39,46.41971793615806
2022-10-25,86145.99,38942.71,0.585,0.353,0.662,69316.05,661,0.124,Groceries,1527.9,3,3,1,47203.280000000006,45.205481996318106
2022-10-26,96257.24,73364.33,0.248,0.346,0.547,91218.64,714,0.214,Entertainment,158.52,2,2,0,22892.910000000003,76.21694742130566
2022-10-27,92592.58,63814.2,0.313,0.239,0.576,132591.53,721,0.064,Entertainment,1772.91,2,3,1,28778.380000000005,68.91934537303098
2022-10-28,63420.1,34061.69,0.245,0.182,0.598,151590.8,760,0.574,Healthcare,920.24,3,3,1,29358.41,53.70803578045447
2022-10-29,68796.38,30250.43,0.425,0.218,0.674,54122.69,659,0.622,Healthcare,925.9,3,1,1,38545.95,43.97096184421331
2022-10-30,94945.87,42044.8,0.414,0.133,0.67,87011.82,755,0.506,Electronics,865.02,2,2,1,52901.06999999999,44.28291615001264
2022-10-31,92207.41,78108.47,0.443,0.219,0.706,61140.7,673,0.817,Electronics,712.15,1,5,0,14098.940000000002,84.7095369016438
2022-11-01,79581.97,39467.38,0.197,0.106,0.62,47740.01,633,0.861,Rent/Bills,1794.6,2,4,1,40114.59,49.59336895027856
2022-11-02,82346.55,46252.88,0.224,0.476,0.543,158843.57,736,0.616,Groceries,1484.95,2,2,1,36093.670000000006,56.16857051084714
2022-11-03,105553.3,54183.48,0.119,0.29,0.468,182758.01,765,0.013,Groceries,1121.2,2,1,1,51369.82,51.33281479593722
2022-11-04,68168.57,39367.22,0.411,0.684,0.551,80344.12,829,0.695,Healthcare,327.8,2,4,1,28801.35000000001,57.74981050651348
2022-11-05,90941.95,39533.55,0.072,0.216,0.506,152743.0,640,0.418,Rent/Bills,1204.46,2,2,1,51408.4,43.47119233752961
2022-11-06,75956.15,50095.35,0.379,0.307,0.634,180429.1,735,0.566,Healthcare,234.05,2,1,1,25860.8,65.95298734862153
2022-11-07,75646.38,32815.87,0.528,0.315,0.706,170763.6,680,0.649,Groceries,976.57,3,5,1,42830.51,43.38062178256249
2022-11-08,101975.54,81598.61,0.54,0.105,0.716,44734.54,739,0.35,Groceries,911.98,2,5,0,20376.929999999997,80.01782584333459
2022-11-09,96508.33,49880.91,0.297,0.604,0.564,191695.46,626,0.917,Healthcare,568.68,2,4,1,46627.42,51.68560061084882
2022-11-10,96270.19,64501.6,0.303,0.119,0.588,81568.52,637,0.134,Healthcare,1991.0,3,5,1,31768.590000000004,67.00059488819954
2022-11-11,106109.58,89136.24,0.092,0.664,0.458,74455.73,661,0.672,Healthcare,1655.54,3,5,1,16973.339999999997,84.00395138685876
2022-11-12,80420.08,58339.83,0.419,0.635,0.54,21861.95,704,0.004,Groceries,625.38,3,3,1,22080.25,72.54385969275336
2022-11-13,93639.06,62408.46,0.502,0.421,0.698,102372.99,668,0.925,Rent/Bills,646.48,3,3,1,31230.6,66.64789245000965
2022-11-14,73794.66,41484.92,0.185,0.426,0.488,30712.59,733,0.113,Rent/Bills,657.02,3,2,1,32309.740000000005,56.21669643846858
2022-11-15,86483.33,48992.89,0.282,0.492,0.506,57222.57,751,0.095,Rent/Bills,636.66,2,1,1,37490.44,56.65009661399486
2022-11-16,77397.14,56867.04,0.511,0.332,0.661,70219.1,730,0.333,Rent/Bills,220.06,2,1,1,20530.1,73.47434285039473
2022-11-17,81939.92,73505.82,0.532,0.488,0.624,163677.0,781,0.374,Healthcare,1358.7,3,2,1,8434.099999999991,89.70697066826526
2022-11-18,91903.14,67173.81,0.184,0.127,0.562,176342.84,721,0.214,Travel,1664.69,1,2,1,24729.33,73.09196399600711
2022-11-19,63635.59,43201.67,0.353,0.132,0.652,67468.6,639,0.585,Travel,1386.87,1,2,1,20433.92,67.88916390969267
2022-11-20,121847.75,93253.16,0.156,0.374,0.508,173152.64,768,0.443,Travel,648.2,2,5,0,28594.59,76.53252522102379
2022-11-21,59879.65,37880.04,0.106,0.43,0.449,172873.88,670,0.034,Healthcare,219.56,3,5,1,21999.61,63.260289597551086
2022-11-22,55716.23,23961.94,0.551,0.633,0.61,155283.68,746,0.32,Travel,1298.49,2,4,1,31754.290000000005,43.00710941856618
2022-11-23,103162.22,70268.78,0.501,0.163,0.721,37872.07,779,0.81,Rent/Bills,1268.06,2,3,1,32893.44,68.11483894006933
2022-11-24,95833.25,84219.48,0.468,0.594,0.629,141161.34,723,0.69,Rent/Bills,243.54,3,3,1,11613.770000000004,87.88127294023734
2022-11-25,92482.4,45099.18,0.077,0.226,0.532,189554.57,625,0.725,Travel,958.38,2,2,1,47383.22,48.765148828317606
2022-11-26,92566.91,68962.57,0.514,0.336,0.692,139682.69,654,0.698,Rent/Bills,439.55,3,3,1,23604.34,74.50023988053614
2022-11-27,79755.06,39914.77,0.291,0.29,0.566,73007.2,766,0.311,Healthcare,257.63,2,3,1,39840.29,50.04669296217694
2022-11-28,62054.91,41447.34,0.238,0.34,0.534,105110.07,692,0.1,Entertainment,64.75,2,5,1,20607.570000000007,66.79139491137768
2022-11-29,81516.09,36546.78,0.351,0.19,0.628,132687.76,704,0.272,Healthcare,455.45,2,2,1,44969.31,44.83382360464051
2022-11-30,66456.77,41547.8,0.1,0.402,0.529,107008.38,738,0.832,Rent/Bills,1815.82,2,1,1,24908.97,62.51853648619997
2022-12-01,99502.39,77420.99,0.466,0.581,0.656,32791.06,735,0.98,Entertainment,998.21,1,5,1,22081.399999999998,77.8081712409119
2022-12-02,77058.85,44215.27,0.37,0.365,0.62,69292.17,714,0.494,Entertainment,1862.76,1,2,1,32843.58000000001,57.37857494629104
2022-12-03,63490.06,46503.66,0.153,0.394,0.479,162455.25,690,0.01,Rent/Bills,792.84,2,2,1,16986.399999999994,73.24557576414324
2022-12-04,73572.28,58690.45,0.154,0.609,0.448,173669.43,684,0.14,Entertainment,766.86,2,3,1,14881.830000000002,79.77250399199264
2022-12-05,88258.63,76219.17,0.151,0.524,0.473,36087.01,743,0.322,Entertainment,1990.31,2,1,0,12039.460000000006,86.35888637745678
2022-12-06,68725.51,35553.15,0.081,0.394,0.502,190953.48,728,0.579,Groceries,470.89,3,2,1,33172.35999999999,51.732100642105095
2022-12-07,63555.59,38111.62,0.373,0.255,0.601,72476.3,687,0.075,Entertainment,1306.94,1,2,1,25443.969999999998,59.9658031653864
2022-12-08,84873.74,40417.56,0.512,0.631,0.654,135839.61,754,0.943,Entertainment,1771.31,1,1,1,44456.18000000001,47.62080709533949
2022-12-09,84899.33,76090.33,0.06,0.446,0.469,152846.78,694,0.365,Entertainment,597.23,1,5,1,8809.0,89.62418195761968
2022-12-10,69861.14,60325.13,0.077,0.233,0.56,164269.78,657,0.913,Electronics,501.07,2,3,1,9536.010000000002,86.35005097254353
2022-12-11,70579.23,47286.57,0.365,0.261,0.658,189692.44,662,0.781,Travel,1425.66,1,1,1,23292.66,66.9978547513199
2022-12-12,84641.0,69491.67,0.501,0.582,0.642,69454.71,651,0.755,Electronics,386.16,2,2,0,15149.330000000002,82.10166467787478
2022-12-13,51038.31,33709.73,0.23,0.126,0.622,173116.23,686,0.607,Entertainment,1865.12,1,2,1,17328.579999999994,66.04789617838053
2022-12-14,51850.72,36906.97,0.242,0.695,0.499,35020.51,762,0.627,Travel,1343.07,2,2,1,14943.75,71.17928159917548
2022-12-15,65631.12,29177.11,0.378,0.178,0.665,143957.77,660,0.638,Rent/Bills,1703.87,3,5,1,36454.01,44.456212235902726
2022-12-16,75731.06,58891.14,0.201,0.578,0.524,150975.77,709,0.629,Travel,325.49,2,5,1,16839.92,77.76352265503745
2022-12-17,86218.15,39992.87,0.065,0.337,0.502,138767.42,667,0.554,Groceries,1629.85,2,3,1,46225.27999999999,46.3856740141142
2022-12-18,109507.12,89033.0,0.454,0.395,0.697,57939.8,687,0.986,Rent/Bills,1190.29,3,1,1,20474.119999999995,81.30338922254553
2022-12-19,97153.19,76849.54,0.394,0.628,0.579,175878.2,624,0.732,Entertainment,1323.66,1,5,1,20303.65000000001,79.10140675771943
2022-12-20,76801.23,57936.72,0.369,0.348,0.652,42083.11,689,0.777,Rent/Bills,171.66,2,2,1,18864.509999999995,75.43722932562409
2022-12-21,79619.68,33287.41,0.458,0.422,0.682,20190.61,690,0.872,Rent/Bills,184.29,2,3,1,46332.26999999999,41.808017816700605
2022-12-22,59949.41,33065.95,0.421,0.13,0.655,146318.35,727,0.216,Healthcare,755.56,2,3,1,26883.460000000006,55.15642272375991
2022-12-23,79629.74,42327.69,0.163,0.101,0.549,100340.39,711,0.084,Electronics,1006.01,2,2,1,37302.05,53.15563004475463
2022-12-24,74226.83,43056.62,0.244,0.247,0.575,171328.62,640,0.483,Rent/Bills,820.45,3,5,1,31170.21,58.00681505595753
2022-12-25,86454.37,38370.3,0.119,0.508,0.478,82845.46,754,0.514,Entertainment,136.14,1,4,1,48084.06999999999,44.3821405441969
2022-12-26,63455.38,55109.66,0.121,0.173,0.593,41972.93,711,0.829,Rent/Bills,1275.02,2,5,0,8345.719999999994,86.847892172421
2022-12-27,90386.93,61183.01,0.422,0.168,0.676,168924.02,710,0.444,Electronics,1104.55,1,3,1,29203.91999999999,67.69010740822816
2022-12-28,110654.78,61165.77,0.522,0.347,0.697,114292.83,700,0.571,Entertainment,925.71,2,5,1,49489.01,55.2762112942613
2022-12-29,77824.8,46577.42,0.58,0.489,0.678,45947.2,674,0.527,Healthcare,1372.19,3,2,1,31247.380000000005,59.84907124721168
2022-12-30,88034.23,54898.26,0.396,0.527,0.553,146872.96,711,0.038,Rent/Bills,1957.37,2,1,1,33135.969999999994,62.36012969046245
2022-12-31,93802.88,65689.89,0.151,0.207,0.572,107111.59,724,0.615,Rent/Bills,1103.82,2,5,1,28112.990000000005,70.02971550553671
2023-01-01,71975.59,47348.4,0.108,0.148,0.566,124819.47,613,0.828,Groceries,293.25,2,3,1,24627.189999999995,65.78396925957814
2023-01-02,84481.85,72628.71,0.497,0.664,0.572,97570.68,673,0.158,Travel,897.29,2,4,0,11853.14,85.96960175469643
2023-01-03,80251.85,52041.86,0.368,0.256,0.651,167454.71,687,0.594,Rent/Bills,180.04,2,1,1,28209.990000000005,64.84817483958312
2023-01-04,81953.52,73436.83,0.39,0.612,0.588,167616.92,713,0.594,Rent/Bills,1083.61,2,2,1,8516.690000000002,89.60790213769951
2023-01-05,64539.8,53291.32,0.48,0.618,0.564,144783.88,760,0.164,Electronics,1980.67,1,1,1,11248.480000000003,82.57125060815187
2023-01-06,80490.2,40587.61,0.437,0.564,0.561,30026.26,661,0.123,Groceries,1787.61,2,1,1,39902.59,50.4255300645296
2023-01-07,89959.97,77842.14,0.509,0.201,0.753,169382.23,675,0.98,Rent/Bills,1943.74,2,4,1,12117.830000000002,86.52975317799684
2023-01-08,109022.87,49952.45,0.081,0.593,0.444,137492.47,674,0.394,Entertainment,555.31,2,4,1,59070.42,45.818322339156914
2023-01-09,99185.42,80213.71,0.461,0.562,0.581,142434.59,660,0.227,Rent/Bills,1173.94,2,5,0,18971.709999999992,80.8724810561875
2023-01-10,123063.65,72645.91,0.518,0.458,0.627,78966.74,683,0.171,Entertainment,154.97,1,2,1,50417.73999999999,59.03116801752589
2023-01-11,64653.05,54243.08,0.207,0.302,0.576,177063.12,739,0.668,Electronics,236.39,2,5,1,10409.97,83.8987178485779
2023-01-12,97446.41,81273.07,0.402,0.258,0.652,147820.6,647,0.609,Healthcare,1247.18,2,3,1,16173.339999999997,83.40283649238593
2023-01-13,83666.84,67181.35,0.223,0.173,0.611,31392.19,721,0.644,Groceries,1536.12,3,4,1,16485.48999999999,80.29626791211429
2023-01-14,123796.06,98419.75,0.577,0.406,0.628,87477.83,615,0.088,Rent/Bills,1599.87,2,5,0,25376.31,79.50152048457763
2023-01-15,63834.03,35258.06,0.068,0.451,0.517,178412.27,672,0.894,Travel,446.13,2,5,1,28575.97,55.233955932282505
2023-01-16,63205.56,27839.5,0.369,0.316,0.618,18967.37,684,0.389,Electronics,518.07,2,5,1,35366.06,44.045966842157554
2023-01-17,68012.15,40908.63,0.142,0.385,0.481,192669.16,784,0.313,Travel,514.37,2,1,1,27103.52,60.14900278847235
2023-01-18,37522.09,18264.34,0.442,0.318,0.654,139040.89,686,0.462,Entertainment,1043.11,1,5,1,19257.75,48.67623312027662
2023-01-19,69484.9,51938.26,0.147,0.485,0.462,129961.44,590,0.39,Electronics,468.01,1,2,1,17546.639999999992,74.74754946758217
2023-01-20,64817.35,37143.57,0.179,0.641,0.495,61406.26,600,0.864,Groceries,1950.28,3,5,1,27673.78,57.30498084232076
2023-01-21,83007.88,73694.82,0.322,0.198,0.681,57270.44,702,0.929,Rent/Bills,1928.2,2,2,0,9313.059999999998,88.78051095871862
2023-01-22,86835.12,62563.49,0.553,0.329,0.675,188991.06,731,0.303,Electronics,970.5,2,2,1,24271.63,72.04860199421617
2023-01-23,117523.42,95339.73,0.166,0.185,0.609,66671.77,719,0.864,Travel,1436.09,1,5,0,22183.69,81.12402617282581
