ds,yhat,yhat_lower,yhat_upper
2023-03-27,48007.94058461173,25294.92197989242,70790.53157230768
2023-03-28,50506.72552192202,27164.154322902432,71699.61445197742
2023-03-29,47970.94748271137,24046.00652464495,70800.47978622922
2023-03-30,48883.351571254396,27006.81427425744,70653.81936451793
2023-03-31,50747.98687217442,28517.64543100545,72446.7095246379
2023-04-01,48525.55720786494,27999.88205832125,70935.03100554818
2023-04-02,49009.125278333166,27114.685471932655,70762.62412061715
2023-04-03,47310.228204881096,24470.86542743615,69376.76130791807
2023-04-04,50193.56523481279,26398.688229073894,71019.69797557405
2023-04-05,48053.260596107226,24118.675372640722,69890.25993361394
2023-04-06,49363.66387107617,26946.91083602214,71055.03902137355
2023-04-07,51620.292300368455,30031.87373006608,72554.99577003939
2023-04-08,49775.395715241815,25732.93176894252,72764.10159932086
2023-04-09,50613.87312528311,28346.61242203198,71594.61423240844
2023-04-10,49239.593144277926,26490.67545854823,73612.40800075581
2023-04-11,52410.27340711585,30543.52132336912,74233.73183186834
2023-04-12,50513.91675862735,28131.423340635796,72197.61170206689
2023-04-13,52019.7619185824,31098.845747149662,75164.41666820171
2023-04-14,54419.34904476794,31331.638333146377,75717.60730954142
2023-04-15,52662.177687369636,31118.364478705305,74941.46717013927
2023-04-16,53531.683830731774,31999.624519759152,74950.80911557269
2023-04-17,52131.58680670858,30937.021751747692,73890.07179341334
2023-04-18,55220.760801362805,31826.855833333193,77294.44117979203
2023-04-19,53189.6292760098,30625.32254616479,74957.12766146753
2023-04-20,54511.04149483053,30323.555668784484,76970.46948929556
2023-04-21,56681.23396503094,32233.63638057602,79432.42093836331
2023-04-22,54655.357486560606,34325.39327120232,77267.49560856108
2023-04-23,55223.30042916477,32747.06250414972,78351.20523435406
2023-04-24,53495.86354111775,30801.534966391202,75304.92719050033
2023-04-25,56239.44599174752,34945.120124546585,80209.45157078782
2023-04-26,53852.246263969784,33333.25652430246,74400.69797590838
2023-04-27,54814.942513613365,32055.126514792675,77662.36618747152
2023-04-28,56631.4606805678,33601.28830608958,79055.3377241417
2023-04-29,54264.316280844934,32775.33845224174,77467.38440952511
2023-04-30,54510.26547358382,31158.757559772566,77225.32941550047
2023-05-01,52486.32520137525,30049.140828799522,74549.91169079834
2023-05-02,54964.32601957655,32646.92272644152,75817.20069017366
2023-05-03,52347.004450421715,30229.91920519028,73874.19282685047
2023-05-04,53118.60194627676,32400.290092034564,75248.62030079622
2023-05-05,54785.58031692069,31136.999605638157,76379.86324264629
2023-05-06,52311.94032918495,33053.56721932431,74173.37891459804
2023-05-07,52494.87891141744,28867.357865774793,75776.71746152057
2023-05-08,50450.84376084453,27557.528143233456,73007.13970772074
2023-05-09,52950.14714830531,31381.409546267827,74510.43863781782
2023-05-10,50393.14318456031,26474.9965572466,72758.99520580673
2023-05-11,51260.932402139326,28584.2722391187,74476.8201312499
2023-05-12,53056.19972697654,29196.072873528476,72620.72856131713
2023-05-13,50738.66834319562,28758.246338468292,73117.64196918033
2023-05-14,51100.900389216156,27661.117756181844,74652.36915475463
2023-05-15,49254.49864470121,27048.26150227445,70787.87205432823
2023-05-16,51964.86636529171,27887.42673799064,74343.5096309768
2023-05-17,49627.52503792061,29004.98910698469,70933.63776888665
2023-05-18,50718.94970337105,27517.40829505745,73545.65894946328
2023-05-19,52737.52412541122,28996.513813917612,75810.79169564624
2023-05-20,50639.09503964221,29669.67065138513,72288.09267688479
2023-05-21,51212.853771435344,28969.70927916514,74237.37628558287
2023-05-22,49567.59742930627,27359.881841345912,71412.97740435136
2023-05-23,52466.525624911155,31608.42455386104,74475.82946485536
2023-05-24,50303.57206263991,25956.592646890844,71502.77234822059
2023-05-25,51554.230993409205,30574.957752941238,74725.20167378051
2023-05-26,53716.48191564193,30212.91550406457,75639.24554286346
2023-05-27,51746.293570205955,29911.390122315428,73036.38291733759
2023-05-28,52433.43802168926,30363.57485359643,74892.81595967857
2023-05-29,50887.66979142284,27682.530461977916,72764.6553231766
2023-05-30,53873.42993793779,31801.14879911312,75584.0187361205
2023-05-31,51786.07771104319,30255.289944109594,74544.98409157008
2023-06-01,53102.61399318488,30300.563309357927,74530.77152251717
2023-06-02,55322.503894449415,33806.41528571263,76832.69767835776
2023-06-03,53403.083503846596,30877.95723888428,76097.63747037215
2023-06-04,54135.28528552478,31603.347230300325,76626.93502961042
2023-06-05,52629.74074085637,29985.786822382248,75928.68428751665
2023-06-06,55651.42269576511,33971.17020333033,78536.0191250676
2023-06-07,53595.83273799086,30611.19870717489,76652.56431008418
2023-06-08,54939.69954311609,34699.82792169685,78796.09198541389
2023-06-09,57181.79658269643,35209.382923077086,80296.0149072009
2023-06-10,55278.364562544484,34333.852887802255,77543.66667019614
2023-06-11,56018.87267989162,33756.88975028171,78051.05559561055
2023-06-12,54512.17618477894,31838.427299427938,76852.48762082541
2023-06-13,57521.23077019763,34646.57981272313,80308.32957712798
2023-06-14,55439.366839030605,31894.7232894287,77048.13108798473
2023-06-15,56741.086348406694,33669.97257158736,79225.48586581933
2023-06-16,58922.98722359549,36025.31714877702,81870.09495731382
2023-06-17,56939.296839974675,33933.08918239154,79022.1879440587
2023-06-18,57577.7445903828,36449.16751926275,79348.60174669919
2023-06-19,55945.82686573489,32280.624977333395,76388.0512207143
2023-06-20,58805.620867742684,36753.54783339052,81180.71423736501
2023-06-21,56550.14638747908,34097.8310628804,78806.61616513845
2023-06-22,57654.23466011068,34958.05476192299,79406.91135522032
2023-06-23,59615.506146624975,37814.46030308468,82518.54319468509
2023-06-24,57389.93615951197,35225.707974334655,79353.48937941651
2023-06-25,57767.736422145696,35371.54758441647,78818.4764473924
2023-06-26,55859.60469033707,34642.256821425515,78449.28496960028
2023-06-27,58431.49843528872,35752.54054102854,81600.6277640496
2023-06-28,55880.932108926536,35298.03433128469,77334.21019092685
2023-06-29,56687.758299821515,34369.80846764723,79593.58498777829
2023-06-30,58355.03660282309,35154.482723906665,80062.15405338086
2023-07-01,55844.47185225767,34060.543069513355,79207.72700699419
2023-07-02,55952.153170439284,34192.35951964471,78568.31526749805
2023-07-03,53794.6499134588,31326.03883844975,76287.20949232327
2023-07-04,56143.624910596525,32208.99488232896,76166.05067955963
2023-07-05,53401.9692392379,30635.299696651688,74297.78447493399
2023-07-06,54054.423743881176,31084.56519127774,77140.82999687537
2023-07-07,55608.29606370398,33018.10701129352,78119.60367659078
2023-07-08,53028.75961385782,30994.835638547745,74194.51743223795
2023-07-09,53114.4705278252,31504.929328629594,74868.03263558382
2023-07-10,50983.56275692348,27944.043753019654,73980.20276448711
2023-07-11,53408.185295573014,31566.292194344787,77880.93734283272
2023-07-12,50790.58867572302,29652.178655522708,72381.55963275145
2023-07-13,51613.728069951394,29801.129982890216,73260.04784886037
2023-07-14,53381.99305172103,30489.318705697962,74719.17461926081
2023-07-15,51056.55084045623,28007.611845075964,72515.35386542491
2023-07-16,51431.03849509433,30308.464423111003,73695.56637526127
2023-07-17,49617.66278198641,26145.036490104067,72242.05234444431
2023-07-18,52381.86931965547,30303.50111005816,74242.73895847122
2023-07-19,50118.58493796591,28091.01601629755,71250.5317154789
2023-07-20,51302.996628539906,28028.725827387763,72114.4704663581
2023-07-21,53431.47252195911,30816.238848315523,76831.50815601781
2023-07-22,51457.10658357503,29977.490057628118,75376.90051641555
2023-07-23,52165.61697740744,31209.674261802604,73207.84073660747
2023-07-24,50661.65108899512,29050.906992302607,72723.20054268808
2023-07-25,53703.6530203045,30692.860745919927,76062.57496197401
2023-07-26,51680.291819019476,29827.68056920706,73327.01640989655
2023-07-27,53061.40842773222,30134.182711766964,73791.17172627871
2023-07-28,55339.081840872765,33092.69761534937,77948.50530750977
2023-07-29,53463.29180910901,33075.56872092286,77364.7077072102
2023-07-30,54217.904416599624,32512.01680791629,76447.80219425942
2023-07-31,52707.03075518292,28585.19419590567,74094.79655401674
2023-08-01,55689.9125934432,33249.76716887965,79057.50071244307
2023-08-02,53557.33258786013,31129.91010992767,76201.4071726932
2023-08-03,54782.507068039835,33851.79213908024,75482.96717146721
2023-08-04,56862.06317025516,34854.91541208817,79817.3156567921
2023-08-05,54751.579875259675,32286.669160263857,75222.8292580873
2023-08-06,55241.422462568786,33480.223509108786,76319.24767916516
2023-08-07,53442.92464957313,31158.721240345847,73875.50674238749
2023-08-08,56123.077201345426,35037.8100060452,77433.41341818038
2023-08-09,53680.72587149997,31524.019425571354,77125.61435994174
2023-08-10,54597.2427645578,32399.9912483278,76261.85617617438
2023-08-11,56377.279056694075,33285.42868747961,77513.7398131276
2023-08-12,53984.08500304185,33158.54385124784,76342.1077332669
2023-08-13,54215.13304642906,33189.37507695523,76023.10995020503
2023-08-14,52188.10436026249,30672.330558565733,73745.29391247575
2023-08-15,54675.40325840238,32707.58138631737,78722.39736830385
2023-08-16,52080.207395922844,30346.677566172628,73263.77637181725
2023-08-17,52887.022179459134,31943.63087782472,76819.82533432625
2023-08-18,54602.350787174364,32254.61462095999,79119.53933893422
2023-08-19,52189.96821739076,30756.208836788446,74583.54648547685
2023-08-20,52446.53662146496,32023.968052954457,75072.62160296575
2023-08-21,50487.62259584105,28697.65989755058,72018.41409052016
2023-08-22,53082.28009272444,29571.390588228296,74615.29752594337
2023-08-23,50629.20500075919,27917.831066583116,73433.80714164767
2023-08-24,51607.42689092111,29978.386711398485,74401.26963984602
2023-08-25,53517.14543204082,30803.693966251012,76774.59346537334
2023-08-26,51315.19513599567,29559.00471039474,73982.4207562681
2023-08-27,51790.87019935284,28445.112414252624,73258.34007547994
2023-08-28,50052.16405384744,25972.4806823172,72414.17371254698
2023-08-29,52860.58082364413,30914.280606815202,74666.38460165738
2023-08-30,50607.5180656147,28028.114895355302,73186.79695198903
2023-08-31,51765.17959406575,29446.49067271019,73715.05947727678
2023-09-01,53827.61937750216,29760.218229282505,74804.39930088476
2023-09-02,51746.394014075,30521.297612265724,72661.14684116398
2023-09-03,52306.54996072199,29785.70896505925,74362.9413889878
2023-09-04,50612.99523739754,28762.551352373157,71378.09856314328
2023-09-05,53425.40878841224,31758.167203548273,76947.27797057129
2023-09-06,51134.68384226202,28409.374570884032,74279.62630576876
2023-09-07,52213.862116610544,28652.583844142846,74411.55130108833
2023-09-08,54159.159043718726,31707.798966002356,77208.28613357386
2023-09-09,51925.55788733491,28144.869090817694,76580.32375246001
2023-09-10,52302.70044745374,28103.053126397495,72811.01192599328
2023-09-11,50401.126741248285,28463.97792688415,71802.14705614386
2023-09-12,52987.020555180505,28824.711112830613,76659.80464413346
2023-09-13,50458.461882468146,27041.91318372969,71171.81228550592
2023-09-14,51296.148588012984,27992.01543231797,74001.81009703466
2023-09-15,53004.19363770419,29701.19989918349,74896.15265837712
2023-09-16,50545.4824152589,26887.25827816639,70111.77881673923
2023-09-17,50717.32477201694,30246.45384143533,73978.83333469152
2023-09-18,48637.46124321441,26229.88909845395,71551.53436350972
2023-09-19,51078.58725991048,29257.1491756025,73248.8001237264
2023-09-20,48444.40299118687,26211.096680618208,69352.74813396488
2023-09-21,49220.1572683653,27068.15484111007,71612.03025932958
2023-09-22,50913.297346059946,28551.818020931165,73847.71745273715
2023-09-23,48488.713585696954,26287.050425496152,70345.32417387316
2023-09-24,48744.31727542765,25640.6010148346,72137.37342674629
2023-09-25,46797.013484185176,23974.36080726892,68269.13777372996
2023-09-26,49417.23405956723,25832.09762706653,69951.1481986187
2023-09-27,47005.0384566435,23884.96929169627,71283.14974423232
2023-09-28,48040.74966432848,27166.112949994415,71079.85989493101
2023-09-29,50025.73458841949,29409.676872842432,72529.80024485155
2023-09-30,47917.81443283684,25720.845628962794,70863.3616145428
2023-10-01,48507.038697299264,27927.639503897957,71066.30817851117
2023-10-02,46901.87916793975,24447.808412389655,70010.21388744765
2023-10-03,49864.00272180845,26185.65370860119,72166.30676861871
2023-10-04,47784.6237476338,25768.00530139198,70744.68050906107
2023-10-05,49135.396181437696,26464.25430279651,70683.33738309376
2023-10-06,51409.4470496626,29513.45584303331,73520.30115354026
2023-10-07,49557.029637074986,26322.814270978288,70024.26974375929
2023-10-08,50361.52271677017,28182.49912748472,73024.41881656463
2023-10-09,48925.82549812201,26813.53859284723,69394.32841440206
2023-10-10,52007.30104899599,28597.220606445568,76164.54304932158
2023-10-11,49994.263772527964,27690.72763408001,71333.61586731768
2023-10-12,51356.966700498095,27491.29913521868,73499.98283980068
2023-10-13,53588.687398284856,32494.951866767704,73821.65364383129
2023-10-14,51641.38871373997,29870.53600700635,74685.20352743377
2023-10-15,52301.68021286406,31392.33530998969,73514.3921131942
2023-10-16,50677.13067540208,27176.14330788353,71961.97901191848
2023-10-17,53531.086424215006,32524.998237111642,75830.32385830178
2023-10-18,51258.99433812521,28063.28453972461,74465.74368206132
2023-10-19,52339.18974491093,30583.314392975095,75786.20098773866
2023-10-20,54273.75346981147,32323.91931549164,75452.77436787666
2023-10-21,52023.920647001105,29093.804997217994,73008.79504848238
2023-10-22,52385.77422952372,31863.481457783055,74907.68749906612
2023-10-23,50476.281180551734,28080.7373402898,72146.60965285542
2023-10-24,53067.83403285212,31554.144866534938,73854.7719631345
2023-10-25,50564.304655265805,28810.13402691095,71222.5533791309
2023-10-26,51451.578260372575,29253.867564034666,75562.9581363663
2023-10-27,53238.17938745854,31057.758370947227,76355.72088487487
2023-10-28,50890.47933272872,28110.799908806242,75304.09252054732
2023-10-29,51208.22403011414,29434.609793218337,74089.31995866238
2023-10-30,49310.445459314265,26177.26033909397,70604.22069358996
2023-10-31,51969.92323355091,28719.738627806735,74807.4799084884
2023-11-01,49589.2059234102,25404.626697312684,72530.3332031539
2023-11-02,50651.161533504855,29182.063203907328,75194.52737993705
2023-11-03,52659.66886578621,30769.603867455204,76185.83871459092
2023-11-04,50574.937851286566,29577.496798701202,73365.8768973199
2023-11-05,51189.19508228523,26994.3282478546,74522.41576240648
2023-11-06,49612.79360565279,26944.179490186467,73858.47474367061
2023-11-07,52608.90836165666,29854.987992780592,75060.75415077026
2023-11-08,50569.820559626394,28528.02446869698,73606.88939635546
2023-11-09,51967.75324741248,30320.850818158237,75200.76911008218
2023-11-10,54295.86197354173,32743.083451201295,77613.44659212444
2023-11-11,52503.86032460733,30028.13113040535,74837.57442085813
2023-11-12,53374.00806011752,30094.75202351599,76025.69351791887
2023-11-13,52007.51235516657,31012.46610332246,74586.34638711289
2023-11-14,55159.49529931109,33326.02526321103,75819.08543615516
2023-11-15,53215.52314018704,30359.272078270616,77252.70634047996
2023-11-16,54642.6524491265,32680.34825919537,77880.70664324907
2023-11-17,56930.5909314913,34908.24992674752,79975.70127931867
2023-11-18,55027.44757187206,33260.312773395,76237.38101869106
2023-11-19,55715.79597669313,34478.394414070586,77632.94631792956
2023-11-20,54099.098911543384,32439.291113287232,77607.77051704215
2023-11-21,56936.64609198968,35154.63889988646,79002.83667997475
2023-11-22,54620.001087652025,30902.356574311256,76812.55089670011
2023-11-23,55623.91434548312,33161.99030824778,76333.21337830562
2023-11-24,57447.30329646375,36478.45798923797,77784.45702075139
2023-11-25,55048.77880668826,32737.553194058208,78139.37008868792
2023-11-26,55222.44761396271,31380.378579352313,76079.57885210689
2023-11-27,53084.04557805344,30913.02491562584,75773.81560255022
2023-11-28,55405.561502078206,32417.943881218744,78451.1763181009
2023-11-29,52591.35574041736,30445.041821870655,74321.08256395784
2023-11-30,53128.73938430711,31388.344470732165,75192.13264523548
2023-12-01,54528.62396222245,32145.68490397078,76908.7688818333
2023-12-02,51760.72983072959,30642.75624016818,74237.28736935116
2023-12-03,51629.09150686261,31257.643275819188,74835.55524406098
2023-12-04,49257.92283968462,26661.13922471555,73273.73874826728
2023-12-05,51426.00908283901,28905.0347329869,74733.90201110642
2023-12-06,48542.63648616589,25032.905709750707,70624.68334335723
2023-12-07,49098.030078179276,24802.330547348047,71479.45748841393
2023-12-08,50603.91412432032,27462.794053658126,71934.63928664358
2023-12-09,48028.68532249856,26713.780393037334,70809.35176882902
2023-12-10,48172.9383626867,25533.725114222347,69329.33130068648
2023-12-11,46155.40625069586,23906.72581799452,68813.97409721333
2023-12-12,48747.4805448368,26177.387759468038,71074.01799442695
2023-12-13,46349.31871995121,23977.80063471902,66255.34719266288
2023-12-14,47440.504972986164,24145.415223643333,70298.92461299362
2023-12-15,49520.87244028971,26428.790468356954,72785.08174186327
2023-12-16,47545.97059847876,27300.95981300785,71380.31658387554
2023-12-17,48302.909380855395,27049.903118804934,72323.42055968552
2023-12-18,46896.63405649195,25217.089832369235,69605.41820645948
2023-12-19,50084.7871948982,27719.512304676435,72501.79028280445
2023-12-20,48254.15593801081,26359.73784119157,70176.36353485522
2023-12-21,49871.661978867734,28161.954805057085,71553.34645090891
2023-12-22,52425.493623138325,30270.015858138813,76611.60979994958
2023-12-23,50860.85566456124,29637.015524024737,73063.96029414698
2023-12-24,51956.06133529871,29353.193993646724,74211.6708280982
2023-12-25,50809.01407241722,28253.26011512081,71929.91722911378
2023-12-26,54172.23024849914,31320.01823808273,75827.46767126344
2023-12-27,52429.39718039249,30965.915363140484,75207.18740808
2023-12-28,54046.42127370254,32471.139768160458,75893.45506620001
2023-12-29,56512.564564727465,34016.241837183574,77928.31553564318
2023-12-30,54776.14572502748,32347.337063243453,77232.00377705155
2023-12-31,55620.53155437724,32378.75857008695,77561.63001770586
2024-01-01,54150.46983836717,31095.373163241045,77342.19325124404
2024-01-02,57126.91913112343,34676.80224501645,79825.47973601863
2024-01-03,54943.37533352241,33717.698516510085,77712.33936329426
2024-01-04,56076.65646523473,34249.33912008351,78627.60411468477
2024-01-05,58027.75122880178,36028.54615256163,80547.27224350664
2024-01-06,55757.215355351196,34794.21751340939,78365.84278893024
2024-01-07,56060.85004780972,32576.36839062636,77638.16670715084
2024-01-08,54055.72181275713,30564.543461762798,76544.17558079166
2024-01-09,56514.68757667141,35257.43116567645,79838.5856874279
2024-01-10,53842.43293557556,30917.401879612957,76069.4463134691
2024-01-11,54525.99238934413,33192.60776938593,76344.36469615223
2024-01-12,56075.36385688816,34848.575868125685,78986.82956717657
2024-01-13,53458.70723689077,31139.38719696954,76003.42073530023
2024-01-14,53477.866029481534,31360.377908065315,75796.09047931463
2024-01-15,51254.274825749206,28053.40396691124,74605.85265836032
2024-01-16,53563.41877895942,31687.077631663313,76834.72213559947
2024-01-17,50810.85383004184,27502.513334188567,72329.49227538929
2024-01-18,51482.75610872294,31101.3897916173,73340.97495345291
2024-01-19,53086.61108189011,29679.753136362473,76812.02928633272
2024-01-20,50586.52924979586,26583.83825263734,71505.12628792899
2024-01-21,50778.92330269903,28814.381288337285,72302.55526968311
2024-01-22,48778.60443515034,26577.674790857865,71076.72814388726
2024-01-23,51353.45797267214,28803.125430999098,72216.2034602624
2024-01-24,48900.700455934166,25327.433694427353,71490.60967221596
2024-01-25,49897.67950599493,25874.745331077942,70288.10839761521
2024-01-26,51842.81968260231,28390.78401459768,72187.5568812548
2024-01-27,49691.19372967389,27933.601726175657,71542.24914405975
2024-01-28,50230.44687960585,26428.951948110407,70845.55112006351
2024-01-29,48567.12504482582,24647.075508437643,70556.19219507775
2024-01-30,51461.56074710885,30108.133770127708,74081.30741945229
2024-01-31,49304.31336440178,27645.172192199523,72842.75120002635
2024-02-01,50567.12034351032,28642.86569925478,72969.26366744585
2024-02-02,52743.95892841335,30596.465812599257,76136.02366286378
2024-02-03,50786.69524126865,28839.98205918941,73851.15446589324
2024-02-04,51481.04699661593,32225.976160365575,73883.78833983309
2024-02-05,49932.910473335854,27347.125052152966,73027.30636676816
2024-02-06,52903.206570827024,31747.497975438328,74594.27056937887
2024-02-07,50784.244637478776,27402.549883845328,72817.72172743852
2024-02-08,52050.563887053504,29544.224954209796,75032.73412972706
2024-02-09,54199.85604611427,30892.153587974968,76771.04367309171
2024-02-10,52188.45102697353,28609.17127556944,73647.69838828959
2024-02-11,52807.09744899956,31098.375115667084,75269.24153713956
2024-02-12,51167.09470679142,27445.593261485017,73300.97920905263
2024-02-13,54034.937755796935,30630.910024150697,77649.64137397213
2024-02-14,51808.479748683494,30106.744605939926,75359.40131475098
2024-02-15,52967.578681184656,30465.143688033648,74729.48927546848
2024-02-16,55014.8377659084,31259.85861926377,77481.89046031598
2024-02-17,52910.92688335793,31148.81919781301,75506.75078603241
2024-02-18,53450.22192340862,31569.156351674184,76080.7926159235
2024-02-19,51746.822877860315,31388.985125146348,72793.2454304724
2024-02-20,54569.11514072698,32320.093897685983,75912.34971841576
2024-02-21,52315.88144484352,28458.45813208784,73821.15396212836
2024-02-22,53466.93184023488,33065.08236867697,77135.44806290299
2024-02-23,55523.861601908706,33608.61078321941,79929.70576076796
2024-02-24,53445.42351243684,32978.80502257657,77065.67817508065
2024-02-25,54023.24939082185,32460.474119179646,76781.38087138823
2024-02-26,52367.978816579816,28227.54941438678,75769.20484194394
2024-02-27,55243.955720333885,31449.20026998171,78705.27405399982
2024-02-28,53045.49573112649,31626.022496199646,75301.10636861231
2024-02-29,54247.686539636,31527.87361514164,75326.66299498109
2024-03-01,56347.32557128196,32008.74115346031,79536.94947650081
2024-03-02,54298.47554737928,31522.326321337852,76701.2436882224
2024-03-03,54888.36684695022,32141.46252843492,77273.63220595993
2024-03-04,53223.69875007874,30484.038906955997,74402.77406365972
2024-03-05,56065.494636126256,33915.01251840487,78624.31330488042
2024-03-06,53805.50887052719,29898.218752968445,74897.07754789121
2024-03-07,54917.14307935411,32390.442571979085,77651.42910746331
2024-03-08,56896.472281486815,33951.43386685243,77932.64610040703
2024-03-09,54697.858481067975,32720.426783845334,76640.49473469796
2024-03-10,55109.87859773614,32457.603837962517,77111.03605214349
2024-03-11,53241.61778173801,30878.93435877263,74409.2733638444
2024-03-12,55857.48316343142,32983.547028824374,77628.39159702607
2024-03-13,53353.53682536843,32169.634940320015,74146.05103477888
2024-03-14,54208.30768028314,30566.32898893008,78419.33811684248
2024-03-15,55923.68569364219,32800.599348804324,77897.18195361315
2024-03-16,53460.379847930715,31593.343339511666,76658.74231534073
2024-03-17,53613.67125380874,30646.056086113906,75576.32076105605
2024-03-18,51499.5175743871,29857.750964597384,74255.74271712561
2024-03-19,53889.169391778116,32227.23738824255,76425.11696459158
2024-03-20,51185.303107424435,28933.305563117785,73938.4154696115
2024-03-21,51872.63603007566,31364.764421961227,72843.57087343013
2024-03-22,53458.632932805725,30618.171729298156,75153.40919036976
2024-03-23,50908.79108856864,29572.627695344185,72516.47936065341
2024-03-24,51022.240380048395,28819.318500662688,73773.65349459811
2024-03-25,48917.719270575806,26177.895493545337,73184.19546637009
2024-03-26,51368.091177503025,28511.724362453242,71754.21085206847
2024-03-27,48776.4089304168,26431.699176895698,71768.62886118275
2024-03-28,49626.495145547626,27664.7040130735,71574.47667894597
2024-03-29,51423.64899975179,30441.5131375181,72619.75836170439
2024-03-30,49129.96660512988,23987.3296575887,71207.52933939741
2024-03-31,49540.010757571785,26727.328221763706,72631.85907703965
2024-04-01,47766.88903370328,24756.890956208455,70049.23782619159
2024-04-02,50576.90203167035,28589.47420593185,73303.69765292661
2024-04-03,48365.765838744395,25505.98267643926,70581.416463845
2024-04-04,49609.37221174897,27850.6227801904,73172.97606426338
2024-04-05,51804.69199003158,28189.560673727465,73296.81223267199
2024-04-06,49905.30350590802,29506.602237642346,72880.47050996132
2024-04-07,50697.27601552727,30428.3671016634,74166.33020460892
2024-04-08,49285.46122853338,27939.90574753914,72244.11404976537
2024-04-09,52428.34885975417,29970.805861125027,76610.60992077157
2024-04-10,50514.484607939165,28579.059705334566,73984.8297320448
2024-04-11,52013.408725673304,28407.107859376716,74910.17262504702
2024-04-12,54416.71588700988,33455.88523034305,76311.54382421146
2024-04-13,52673.71394769188,29801.218386872464,73146.32458354071
2024-04-14,53567.40821137749,32351.008107657173,76172.43330214363
2024-04-15,52200.86172361332,27978.28531253531,74684.51389645944
2024-04-16,55332.08588118683,32834.03257793188,77106.33276610103
2024-04-17,53350.45908717696,30613.020919743452,75885.8031280821
2024-04-18,54727.63191438226,33566.367815804566,77088.16045752761
2024-04-19,56958.520738235755,34989.336068869445,78358.42647805548
2024-04-20,54996.86960071606,33235.08592546183,76790.73503165002
2024-04-21,55631.10992573272,34970.566671097535,77056.3811962466
2024-04-22,53970.57236078165,30812.907748446534,76779.94631272227
2024-04-23,56780.20941534227,35428.190346393494,80642.81340771112
2024-04-24,54456.8315049764,33529.313054479186,75604.7100124173
2024-04-25,55479.82009214568,32581.58268055501,76546.83168950265
2024-04-26,57351.92530608641,35232.408318572896,79560.93375159007
2024-04-27,55034.63325833703,32209.690156856424,78452.63194464218
2024-04-28,55323.83800305766,35062.65501117648,77452.32428127297
2024-04-29,53335.87746601404,30899.81686383987,75301.2224225286
2024-04-30,55842.09663732382,33072.43090028848,78355.56618799832
2024-05-01,53244.944707804076,29703.43505896379,74511.71557273326
2024-05-02,54028.573244731255,29133.645047383154,75807.63598909124
2024-05-03,55699.5454374826,33254.83926981354,76985.91754772306
2024-05-04,53222.14345341094,31746.70367111805,75284.30355953558
2024-05-05,53394.00981216544,31177.69822566023,75405.62821847264
2024-05-06,51332.18217939964,29587.888948337197,72725.92008148156
2024-05-07,53807.68408408081,30533.947916482128,75735.92863620094
2024-05-08,51221.676616304234,28669.84693939728,73173.01810470063
2024-05-09,52056.13580994693,29730.90904845581,73599.14210549433
2024-05-10,53814.662665151176,31181.286382302027,76903.53272063693
2024-05-11,51457.90919720869,28655.42743771614,73814.80481524719
2024-05-12,51779.35230805712,30254.880784271056,73787.18113550228
2024-05-13,49891.470446912,27558.412852198064,71631.65199205387
2024-05-14,52560.480947379394,30444.46784770764,74947.07396425669
2024-05-15,50182.638446944984,27642.961839391384,74299.29483429188
2024-05-16,51235.0545515823,26859.21240238191,73812.06452666405
2024-05-17,53216.64141013666,30112.98420748907,76186.01056583805
2024-05-18,51083.65867518881,29341.819355817246,71684.44045930651
2024-05-19,51625.5922361031,29200.774327037358,73396.40895052975
2024-05-20,49951.416878447526,26808.659586775917,72264.65572001555
2024-05-21,52824.398624198846,30961.92968970985,75564.1948845448
2024-05-22,50638.43576266538,28731.03070008483,71758.48815521218
2024-05-23,51868.89810973266,30687.832440191934,75517.86412411193
2024-05-24,54013.567314583845,30467.95536287799,75923.33024166217
2024-05-25,52028.158609032296,30949.30161861822,74206.29207862286
2024-05-26,52702.15402673216,30185.471618919546,75730.20884497298
2024-05-27,51145.001547546635,28238.797526307233,72344.9071349378
2024-05-28,54120.83879907614,32707.693394643527,75850.15536767471
2024-05-29,52024.74367518195,29178.769108833636,74004.63855033516
2024-05-30,53333.475116782494,31090.93246865032,75888.56158414063
2024-05-31,55546.310809566065,32939.08074000741,76897.34999735521
2024-06-01,53620.466224632146,33356.99643586894,75777.02353615043
2024-06-02,54346.8290167411,32413.5401286389,76589.55441474913
2024-06-03,52836.06704628292,29793.80866891542,76317.03460313722
2024-06-04,55853.272160925204,32013.503412140206,76794.52908081526
2024-06-05,53794.14517700288,31675.540959275862,73840.0390463097
2024-06-06,55135.68785725362,32029.083239701624,78181.55709826485
2024-06-07,57377.01057668536,35214.122787364075,79583.19727308929
2024-06-08,55474.74135765764,32339.40651233996,79353.88562929099
2024-06-09,56218.77082015594,33112.04230969692,78803.16371252596
2024-06-10,54718.391099333385,32593.95357130942,77623.7582937213
2024-06-11,57736.98991234746,34778.43153610628,79883.30275199126
2024-06-12,55668.30355006253,32879.738436033134,78523.58864874495
2024-06-13,56987.1922671763,35621.339010237956,78486.71731783584
2024-06-14,59190.54385626171,36748.492408198836,82087.09393957308
2024-06-15,57232.787691134276,34335.905801198045,79067.71480583798
2024-06-16,57901.750011580734,35919.0200001856,80635.2451855739
2024-06-17,56304.904473233066,36862.5467985018,78191.41540260067
2024-06-18,59204.17499573089,38292.54083730891,80963.74222649807
2024-06-19,56992.29055291131,35708.491334218765,79155.64598033798
